01idhab;02idpolhab;03numsite;04cdhab;05lbhab;06rechab;07surfhab;08calrecha;09habdom;10cohabpol;11cdhabref;12lball;13autall;14lbsal;15autsal;16lbass;17autass;18formveg;19stadhhab;20cdn2000;21lbn2000;22cdcahab;23lbcahab;24cdcb;25lbcb;26cdeunis;27lbeunis;28cddynhab;29lbdynhab;30cdusagpr;31lbusagpr;32plusages;33cddegprh;34lbdegprh;35pldeghab;36cdedchab;37lbedchab;38cdgest;39lbgest;40plgest;41cdrestau;42lbrestau;43cdhabori;44cocbn;45evalcbn;46uuidhab;47uuidpol;;;;;;;;;;;;;;;;;;;;
2488;2488;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,78;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2490;2490;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;0,51;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2491;2491;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;0,62;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2492;2492;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;0,68;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2494;2494;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;0,39;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2496;2496;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;2,45;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2497;2497;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;2,61;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2498;2498;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;0,15;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2500;2500;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;0,36;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2501;2501;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;0,6;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2504;2504;FR8201720;QUE_ROB2;Chênaie sessiliflore (-hêtraie) acidophile mésophile;100;3,29;O;oui;;20676;Quercion roboris;Malcuit 1929;Quercenion robori-petraeae;Rivas Mart. 1975;non renseigné;non renseigné;Boisement feuillu  (mésophile à sec);IC;9110;Hêtraies du Luzulo-Fagetum;9110-1;Hêtraies, hêtraies-chênaies acidiphiles collinéennes;41.111;Hêtraies collinéennes à Luzule;G1.611;Hêtraies collinéennes médio-européennes à Luzule;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2505;2505;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;10,12;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2506;2506;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;11,19;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2507;2507;FR8201720;QUE_ROB2;Chênaie sessiliflore (-hêtraie) acidophile mésophile;100;1,72;O;oui;;20676;Quercion roboris;Malcuit 1929;Quercenion robori-petraeae;Rivas Mart. 1975;non renseigné;non renseigné;Boisement feuillu  (mésophile à sec);IC;9110;Hêtraies du Luzulo-Fagetum;9110-1;Hêtraies, hêtraies-chênaies acidiphiles collinéennes;41.111;Hêtraies collinéennes à Luzule;G1.611;Hêtraies collinéennes médio-européennes à Luzule;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2508;2508;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;1,68;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2509;2509;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;0,63;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2511;2511;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,51;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2512;2512;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,41;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2513;2513;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,71;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2514;2514;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,2;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2515;2515;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,27;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2516;2516;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,5;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2517;2517;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,74;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2518;2518;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,97;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2519;2519;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,37;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2520;2520;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;2,64;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2522;2522;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;0,46;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2523;2523;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;1,03;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2524;2524;FR8201720;QUE_PUB1;Chênaie pubescente submontagnarde xérophile neutrocalcicole;100;0,9;O;oui;;-1;Quercion pubescenti-petraeae;Br.-Bl. 1932;Sorbo ariae-Quercenion pubescentis;Rameau ex J.-M. Royer, Felzines, Misset & Thévenin 2009;Quercetum pubescenti-petraeae;Imchenetzky nom. invers. Hernis 1933;boisement feuillu  (mésophile à sec);NC;NC;non concerné;NC;non concerné;41.711;Bois occidentaux de Quercus pubescens;G1.711;Chênaies à Quercus pubescens occidentales;1;stable;NR;non renseigné;U;I01;Espèces exotiques envahissantes;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2525;2525;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;0,68;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2526;2526;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;0,44;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2527;2527;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,67;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2529;2529;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,03;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2530;2530;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2531;2531;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2532;2532;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2533;2533;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2534;2534;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,28;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2535;2535;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,39;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2536;2536;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2537;2537;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,02;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2538;2538;FR8201720;CHE_ANT;Murs des vieilles villes;100;0;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
